Saint_ID,Name,Country,Born,Born2,Born Location,Died,Died2,Died Location,Age,Feast,Beatified,Beatified Location,Canonised,Canonised_Location,Bio,Is_Married,Is_Layperson,Is_Martyr,Latitude,Longitude
63932,Blessed Juan Ventura Solsona,Spain,1875,1875 AD,"Villahermosa del Río, Castellón, Spain",1936.09.17,1936.09.17,"Castillo de Villamalefa, Castellón, Spain ",60,9.17,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,40.2029553,-0.4182829
63933,Blessed José García Mas,Spain,1896.06.11 ,1896.06.11 ,"Pego, Alicante, Spain",1936.09.18,1936.09.18,"La Pedrera de Gandía, Valencia, Spain ",40,9.18,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.8421876,-0.1178782
63934,Blessed Fernando García Sendra,Spain,1905.03.31 ,1905.03.31 ,"Pego, Alicante, Spain",1936.09.18,1936.09.18,"La Pedrera de Gandía, Valencia, Spain ",31,9.18,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.8421876,-0.1178782
63935,Blessed Francisca Cualladó Baixauli,Spain,1890.12.03 ,1890.12.03 ,"Valencia, Spain",1936.09.19,1936.09.19,"Torres de Espioca, Benifaió, Valencia, Spain ",45,9.19,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.4697065,-0.3763353
63936,Blessed Vicente Galbis Gironés,Spain,1910.09.09 ,1910.09.09 ,"Ontinyent, Valencia, Spain",1936.09.21,1936.09.21,"Benisoda, Valencia, Spain ",26,9.21,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,38.8208523,-0.6099929
63937,Blessed Manuel Torró García,Spain,1902.07.02 ,1902.07.02 ,"Ontinyent, Valencia, Spain",1936.09.21,1936.09.21,"Benisoda, Valencia, Spain ",34,9.21,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,38.8208523,-0.6099929
63938,Blessed Vicente Pelufo Corts,Spain,1868.02.26 ,1868.02.26 ,"Alzira, Valencia, Spain",1936.09.21,1936.09.21,"Alzira, Valencia, Spain ",68,9.22,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,39.151212,-0.4346556
63939,Blessed Germán Gozalvo Andreu,Spain,1913.08.30 ,1913.08.30 ,"Torrent, Valencia, Spain",1936.09.22,1936.09.22,"Montserrat highway, Valencia, Spain ",23,9.22,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,39.436668,-0.4656213
63940,Blessed Josefina Moscardó Montalvá,Spain,1888.04.10 ,1888.04.10 ,"Alzira, Valencia, Spain",1936.09.22,1936.09.22,"Alzira, Valencia, Spain ",48,9.22,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.151212,-0.4346556
63941,Blessed Vicente Sicluna Hernández,Spain,1859.10.31 ,1859.10.31 ,"Valencia, Spain",1936.09.22,1936.09.22,"Bolbaite, Valencia, Spain ",76,9.22,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,39.4697065,-0.3763353
63942,Blessed María de la Purificación Vidal Pastor,Spain,1892.09.14 ,1892.09.14 ,"Alzira, Valencia, Spain",1936.09.22,1936.09.22,"Corbera highway, Valencia, Spain ",44,9.22,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.151212,-0.4346556
63943,Blessed Vicente Ballester Far,Spain,1888.02.04 ,1888.02.04 ,"Benidoleig, Alicante, Spain",1936.09.23,1936.09.23,"Teulada highway, Benissa, Alicante, Spain ",48,9.23,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.7917542,-0.0319129
63944,Blessed Sofía Ximénez Ximénez,Spain,1876.10.11 ,1876.10.11 ,"Valencia, Spain",1936.09.23,1936.09.23,"Picadero de Paterna, Valencia, Spain ",59,9.23,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.4697065,-0.3763353
63945,Blessed José Ramón Ferragud Girbés,Spain,1887.10.10 ,1887.10.10 ,"Algemesí, Valencia, Spain",1936.09.24,1936.09.24,"Alzira, Valencia, Spain ",48,9.24,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.190758,-0.4357471
63946,Blessed José Ramón Pascual Ferrer Botella,Spain,1894.11.09 ,1894.11.09 ,"Algemesí, Valencia, Spain",1936.09.24,1936.09.24,"Sueca, Valencia, Spain ",41,9.24,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,39.190758,-0.4357471
63947,Blessed José María Ferrándiz Hernández,Spain,1879.08.11 ,1879.08.11 ,"El Camp de Mirra, Alicante, Spain",1936.09.24,1936.09.24,"Rotglá i Cobrera, Játiva, Valencia, Spain ",57,9.24,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.6864162,-0.7782888
63948,Blessed Encarnación Gil Valls,Spain,1888.01.27 ,1888.01.27 ,"Ontinyent, Valencia, Spain",1936.09.24,1936.09.24,"L’Ollería, Valencia, Spain ",48,9.24,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,38.8208523,-0.6099929
63949,Blessed Amalia Abad Casasempere,Spain,1897.12.11 ,1897.12.11 ,"Alcoi, Alicante, Spain",1936.09.26,1936.09.26,"Benillup, Alicante, Spain ",38,9.28,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,38.6982348,-0.4747619
63950,Blessed María Jordá Botella,Spain,1905.01.26 ,1905.01.26 ,"Alcoi, Alicante, Spain",1936.09.26,1936.09.26,"Benifallím, Alicante, Spain ",31,9.26,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,38.6982348,-0.4747619
63951,Blessed Herminia Martínez Amigó de Martínez,Spain,1887.07.14 ,1887.07.14 ,"Puçol, Valencia, Spain",1936.09.27,1936.09.27,"Gilet, Valencia, Spain ",49,9.27,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.6172229,-0.3028272
63952,Blessed Crescencia Valls Espí,Spain,1863.06.06 ,1863.06.06 ,"Ontinyent, Valencia, Spain",1936.09.27,1936.09.27,"Puerto de L’Ollería, Valencia, Spain ",73,9.26,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,38.8208523,-0.6099929
63953,Blessed José Fenollosa Alcayna,Spain,1903.03.16 ,1903.03.16 ,"Rafelbunyol, Valencia, Spain",1936.09.27,1936.09.27,"Sagunto, Valencia, Spain ",33,9.27,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,39.5884632,-0.3325421
63954,Blessed Florencia Caerols Martínez,Spain,1890.02.20 ,1890.02.20 ,"Caudete, Albacete, Spain",1936.10.02,1936.10.02,"Rotglá i Corbera, Játiva, Valencia, Spain ",46,10.01,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,38.706703,-0.9867978
63955,Blessed Elías Carbonell Mollá,Spain,1869.11.20 ,1869.11.20 ,"Cocentaina, Alicante, Spain",1936.10.02,1936.10.02,"Sax, Alicante, Spain ",66,10.02,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.744158,-0.4400707
63956,Blessed Juan Carbonell Mollá,Spain,1874.06.06 ,1874.06.06 ,"Concentaina, Alicante, Spain",1936.10.02,1936.10.02,"Sax, Alicante, Spain ",62,10.02,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.701735,-0.3902003
63957,Blessed Enrique Morant Pellicer,Spain,1908.10.13 ,1908.10.13 ,"Bellreguard, Valencia, Spain",1936.10.03,1936.10.03,"Xeraco, Valencia, Spain ",27,10.04,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.9462948,-0.1615484
63958,Blessed José Canet Giner,Spain,1903.08.24 ,1903.08.24 ,"Bellreguard, Valencia, Spain",1936.10.04,1936.10.04,"La Pedrera de Gandía, Valencia, Spain ",33,10.04,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.9462948,-0.1615484
63959,Blessed José González Huguet,Spain,1874.01.23 ,1874.01.23 ,"Alaquás, Valencia, Spain",1936.10.12,1936.10.12,"Ribarroja, Valencia, Spain ",62,10.12,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,39.4572928,-0.46098
63960,Blessed Ana María Aranda Riera,Spain,1888.01.24 ,1888.01.24 ,"Denia, Alicante, Spain",1936.10.14,1936.10.14,"Picadero de Paterna, Valencia, Spain ",48,10.14,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,38.8408382,0.1061105
63961,Blessed Ramón Esteban Bou Pascual,Spain,1906.10.12 ,1906.10.12 ,"Polop de la Marina, Alicante, Spain",1936.10.15,1936.10.15,"La Nucía, Alicante, Spain ",30,10.17,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.62299375,-0.125828325
63962,Blessed Társila Córdoba Belda,Spain,1861.05.08 ,1861.05.08 ,"Sollana, Valencia, Spain",1936.10.17,1936.10.17,"Algemesí, Valencia, Spain ",75,10.17,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.2784514,-0.3818215
63963,Blessed María Teresa Ferragud Roig,Spain,1853.01.14 ,1853.01.14 ,"Algemesí, Valencia, Spain",1936.10.25,1936.10.25,"Cruz Cubierta, Alzira, Valencia, Spain ",83,10.25,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.190758,-0.4357471
63964,Blessed Salvador Damián Enguix Garés,Spain,1862.09.29 ,1862.09.29 ,"Alzira, Valencia, Spain",1936.10.27,1936.10.27,"Alzira, Valencia, Spain ",74,10.28,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.151212,-0.4346556
63965,Blessed José Ruiz Bruixola,Spain,1857.03.30 ,1857.03.30 ,"Foios, Valencia, Spain",1936.10.29,1936.10.29,"Gilet, Valencia, Spain ",79,10.28,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,39.5381541,-0.3561396
63966,Blessed María del Carmen Viel Ferrando,Spain,1893.11.27 ,1893.11.27 ,"Sueca, Valencia, Spain",1936.11.05,1936.11.05,"El Saler, Valencia, Spain ",42,11.05,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.2025604,-0.3111645
63967,Blessed José Ramón Medes Ferrís,Spain,1885.01.13 ,1885.01.13 ,"Algemesí, Valencia, Spain",1936.11.12,1936.11.12,"Alcudia de Carlet, Valencia, Spain ",51,11.12,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.190758,-0.4357471
63968,Blessed Juan Gonga Martínez,Spain,1912.03.25 ,1912.03.25 ,"Carcaixent, Valencia, Spain",1936.11.13,1936.11.13,"Simat de Valldigna, Valencia, Spain ",24,11.13,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.5646327,-0.5144389
63969,Blessed María del Olvido Noguera Albelda,Spain,1903.12.20 ,1903.12.20 ,"Carcaixent, Valencia, Spain",1936.11.30,1936.11.30,"Benifairó de Valldigna, Valencia, Spain ",32,9.26,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.5646327,-0.5144389
63970,Blessed Luisa María Frías Cañizares,Spain,1896.06.20 ,1896.06.20 ,"Valencia, Spain",1936.12.06,1936.12.06,"Picadero de Paterna, Valencia, Spain ",40,12.06,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.4697065,-0.3763353
63971,Blessed José María Zabal Blasco,Spain,1898.03.19 ,1898.03.19 ,"Valencia, Spain",1936.12.08,1936.12.08,"Picadero de Paterna, Valencia, Spain ",38,12.08,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.4697065,-0.3763353
63972,Blessed Gonzalo Viñes Masip,Spain,1883.01.19 ,1883.01.19 ,"Xàtiva, Valencia, Spain",1936.12.10,1936.12.10,"Vallés, Valencia, Spain ",53,12.1,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.988085,-0.5200428
63973,Blessed María del Pilar Villalonga Villalba,Spain,1891.01.22 ,1891.01.22 ,"Valencia, Spain",1936.12.11,1936.12.11,"Burjassot, Valencia, Spain ",45,12.11,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.4697065,-0.3763353
63974,Blessed Pablo Meléndez Gonzalo,Spain,1876.11.06 ,1876.11.06 ,"Valencia, Spain",1936.12.24,1936.12.24,"Castellar highway, Valencia, Spain ",60,12.23,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.4697065,-0.3763353
63975,Blessed José María Corbín Ferrer,Spain,1914.12.26 ,1914.12.26 ,"Valencia, Spain",1936.12.27,1936.12.27,"prison ship Alfonso Pérez, Santander, Cantabria, Spain ",22,12.27,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.4697065,-0.3763353
63976,Blessed José Aparicio Sanz,Spain,1893.03.12 ,1893.03.12 ,"Enguera, Valencia, Spain",1936.12.29,1936.12.29,"Picadero de Paterna, Valencia, Spain ",43,12.29,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.9804366,-0.6894299
63977,Blessed Enrique Juan Requena,Spain,1907.03.02 ,1907.03.02 ,"Aielo de Malferit, Valencia, Spain",1936.12.29,1936.12.29,"Picadero de Paterna, Valencia, Spain ",29,12.29,2001.03.11,,,,Priest of Valencia. Martyr.,FALSE,FALSE,TRUE,38.8803632,-0.5911695
63978,Blessed José Perpiñá Nácher,Spain,1911.02.22 ,1911.02.22 ,"Sueca, Valencia, Spain",1936.12.29,1936.12.29,"Picadero de Paterna, Valencia, Spain ",25,12.29,2001.03.11,,,,Layperson of Valencia. Married. Martyr.,TRUE,TRUE,TRUE,39.2025604,-0.3111645
63979,Blessed María Luisa Montesinos Orduña,Spain,1901.05.03 ,1901.05.03 ,"Valencia, Spain",1937.01.28,1937.01.28,"Picassent, Valencia, Spain ",35,1.28,2001.03.11,,,,Layperson of Valencia. Martyr.,FALSE,TRUE,TRUE,39.4697065,-0.3763353
63980,"Blessed Javier Bordás Piferer, S.D.B.",Spain,1914.09.04 ,1914.09.04 ,"San Pol de Mar, Barcelona, Spain",1936.07.23,1936.07.23,"Barcelona, Spain ",21,7.24,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.6030132,2.6238092
63981,"Blessed Jaime Ortiz Alzueta, S.D.B.",Spain,1913.05.24 ,1913.05.24 ,"Pamplona, Navarra, Spain",1936.07.27,1936.07.27,"Barcelona, Spain ",23,7.27,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.8181992,-1.6440089
63982,"Blessed Felipe Hernández Martínez, S.D.B.",Spain,1913.03.14 ,1913.03.14 ,"Villena, Alicante, Spain",1936.07.27,1936.07.27,"Barcelona, Spain ",23,7.27,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,38.6360967,-0.8659745
63983,"Blessed Zacarías Abadía Buesa, S.D.B.",Spain,1913.11.05 ,1913.11.05 ,"Almuniente, Huesca, Spain",1936.07.27,1936.07.27,"Barcelona, Spain ",22,7.27,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.9508488,-0.412962
63984,"Blessed José Caselles Moncho, S.D.B.",Spain,1907.08.08 ,1907.08.08 ,"Benidoleig, Alicante, Spain",1936.07.27,1936.07.27,"Barcelona, Spain ",28,7.28,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,38.7917542,-0.0319129
63985,"Blessed José Castell Camps, S.D.B.",Spain,1902.10.12 ,1902.10.12 ,"Ciudadela, Minorca, Islas Baleares, Spain",1936.07.28,1936.07.28,"Barcelona, Spain ",33,7.28,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,39.949257200000005,4.0499641751186415
63986,"Blessed José Calasanz Marqués, S.D.B.",Spain,1872.11.23 ,1872.11.23 ,"Azanuy, Huesca, Spain",1936.07.29,1936.07.29,"Puente de San José, Valencia, Spain ",63,7.29,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.9876675,0.3030031999782903
63987,"Blessed Sergio Cid Pazo, S.D.B.",Spain,1884.04.24 ,1884.04.24 ,"Allariz, Orense, Spain",1936.07.30,1936.07.30,"Barcelona, Spain ",52,7.3,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.2980763,-7.7479393
63988,"Blessed Jaime Buch Canals, S.D.B.",Spain,1889.04.09 ,1889.04.09 ,"Bescanó, Girona, Spain",1936.07.31,1936.07.31,"El Saler, Valencia, Spain ",47,7.31,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.9670349,2.7389937
63989,"Blessed Francisco Bandrés Sánchez, S.D.B.",Spain,1896.04.24 ,1896.04.24 ,"Hecho, Huesca, Spain",1936.08.02,1936.08.02,"Barcelona, Spain ",40,8.03,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.730734850000005,-0.732787316
63990,"Blessed José Batalla Parramón, S.D.B.",Spain,1873.01.15 ,1873.01.15 ,"Abella, Lleida, Spain",1936.08.04,1936.08.04,"Barcelona, Spain ",63,8.04,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.1614592,1.0923357
63991,"Blessed José Rabasa Bentanachs, S.D.B.",Spain,1862.07.26 ,1862.07.26 ,"Noves, Lleida, Spain",1936.08.04,1936.08.04,"Barcelona, Spain ",74,8.04,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.2941886,1.3422795
63992,"Blessed Gil Rodicio Rodicio, S.D.B.",Spain,1888.03.20 ,1888.03.20 ,"Requero, Orense, Spain",1936.08.04,1936.08.04,"Barcelona, Spain ",48,8.04,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.2516578,-6.9497667
63993,"Blessed Juan Martorell Soria, S.D.B.",Spain,1889.09.01 ,1889.09.01 ,"Picasent, Valencia, Spain",1936.08.10,1936.08.10,"Valencia, Spain ",46,8.1,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,39.3637677,-0.4178586
63994,"Blessed Miguel Domingo Cendra, S.D.B.",Spain,1909.03.01 ,1909.03.01 ,"Caseres, Tarragona, Spain",1936.08.12,1936.08.12,"Prat de Compte, Barcelona, Spain ",27,8.11,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.0394845,0.2497412
63995,"Blessed José Bonet Nadal, S.D.B.",Spain,1875.12.26 ,1875.12.26 ,"Sta. Maria de Montmagastrell, Lleida, Spain",1936.08.13,1936.08.13,"Barcelona, Spain ",60,8.13,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.7203713,1.1057448
63996,"Blessed Jaime Bonet Nadal, S.D.B.",Spain,1884.08.04 ,1884.08.04 ,"Sta. Maria de Montmagastrell, Lleida, Spain",1936.08.18,1936.08.18,"Tárrega, Lleida, Spain ",52,8.15,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.7203713,1.1057448
63997,"Blessed Pedro Mesonero Rodríguez, S.D.B.",Spain,1912.05.29 ,1912.05.29 ,"Aldearrodrigo, Salamanca, Spain",1936.08.21,1936.08.21,"El Vedat de Torrent, Barcelona, Spain ",24,8.1,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.1111845,-5.8063091
63998,"Blessed Félix Vivet Trabal, S.D.B.",Spain,1911.01.23 ,1911.01.23 ,"San Feliu de Torelló, Barcelona, Spain",1936.08.25,1936.08.25,"Esplugues, Barcelona, Spain ",25,8.26,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.04692135,2.2630964549697152
63999,"Blessed María del Carmen Moreno Benítez, F.M.A.",Spain,1885.08.24 ,1885.08.24 ,"Villamartín, Cádiz, Spain",1936.09.06,1936.09.06,"Barcelona, Spain ",51,9.01,2001.03.11,,,,Religious of Salesian Sisters of Don Bosco. Martyr.,FALSE,FALSE,TRUE,36.8591822,-5.6434544
64000,"Blessed María Amparo Carbonell Muñoz, F.M.A.",Spain,1893.11.09 ,1893.11.09 ,"Alboraya, Valencia, Spain",1936.09.06,1936.09.06,"Barcelona, Spain ",42,9.01,2001.03.11,,,,Religious of Salesian Sisters of Don Bosco. Martyr.,FALSE,FALSE,TRUE,39.5009954,-0.34948
64001,"Blessed Álvaro Sanjuan Canet, S.D.B.",Spain,1908.04.26 ,1908.04.26 ,"Alcocer de Planes, Alicante, Spain",1936.10.02,1936.10.02,"Villena, Alicante, Spain ",28,10.01,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,38.3671804,-0.4844676
64002,"Blessed Ángel Ramos Velázquez, S.D.B.",Spain,1876.03.09 ,1876.03.09 ,"Sevilla, Spain",1936.10.13,1936.10.13,"Barcelona, Spain ",60,10.11,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,37.3873223,-5.990985093
64003,"Blessed Eliseo García García, S.D.B.",Spain,1907.08.25 ,1907.08.25 ,"El Manzano, Salamanca, Spain",1936.11.19,1936.11.19,"Garraf, Barcelona, Spain ",29,11.19,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,41.1749604,-6.2875837
64004,Blessed Alejandro Planas Saurí,Spain,1878.10.31 ,1878.10.31 ,"Mataró, Barcelona, Spain",1936.11.19,1936.11.19,"Garraf, Barcelona, Spain ",58,11.19,2001.03.11,,,,Layperson of Barcelona. Martyr.,FALSE,TRUE,TRUE,41.5398348,2.4448926
64005,"Blessed José Otín Aquilé, S.D.B.",Spain,1901.12.22 ,1901.12.22 ,"Huesca, Spain",1936.11,1936.11 AD,"Valencia, Spain ",34,11.3,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.1382539,-0.4080901
64006,"Blessed Antonio Martín Hernández, S.D.B.",Spain,1885.07.18 ,1885.07.18 ,"Calzada de Béjar, Salamanca, Spain",1936.12.09,1936.12.09,"Picadero de Paterna, Valencia, Spain ",51,12.1,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,40.4115886,-5.8182628
64007,"Blessed Recaredo de los Ríos Fabregat, S.D.B.",Spain,1893.01.11 ,1893.01.11 ,"Bétera, Valencia, Spain",1936.12.09,1936.12.09,"Picadero de Paterna, Valencia, Spain ",43,12.09,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,39.5917307,-0.4622695
64008,"Blessed Julián Rodríguez Sánchez, S.D.B.",Spain,1896.10.16 ,1896.10.16 ,"Salamanca, Spain",1936.12.09,1936.12.09,"Picadero de Paterna, Valencia, Spain ",40,12.09,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,40.9651572,-5.6640182
64009,"Blessed José Giménez López, S.D.B.",Spain,1904.10.31 ,1904.10.31 ,"Cartagena, Murcia, Spain",1936.12.09,1936.12.09,"Picadero de Paterna, Valencia, Spain ",32,12.09,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,37.6152488,-0.9876857
64010,"Blessed Agustín García Calvo, S.D.B.",Spain,1905.02.03 ,1905.02.03 ,"Santander, Cantabria, Spain",1936.12.09,1936.12.09,"Picadero de Paterna, Valencia, Spain ",31,12.1,2001.03.11,,,,Religious of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,43.1595664,-4.0878382
64011,"Blessed Julio Junyer Padern, S.D.B.",Spain,1892.10.30 ,1892.10.30 ,"Vilamaniscle, Girona, Spain",1938.04.26,1938.04.26,"Montjuic, Barcelona, Spain ",45,4.26,2001.03.11,,,,Priest of Salesians of Saint John Bosco (Salesians). Martyr.,FALSE,FALSE,TRUE,42.3743918,3.067464
64012,"Blessed Elvira de la Natividad de Nuestra Señora, C.C.V",Spain,1883.06.29 ,1883.06.29 ,"Balsareny, Barcelona, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",53,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,41.8631839,1.8755997
64013,"Blessed Rosa de Nuestra Señora del Buen Consejo, C.C.V",Spain,1864.12.05 ,1864.12.05 ,"Falset, Tarragona, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",71,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,41.1450982,0.8181162
64014,"Blessed María de Nuestra Señora de la Providencia, C.C.V",Spain,1871.12.18 ,1871.12.18 ,"Bonastre, Tarragona, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",64,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,41.2211883,1.4385518
64015,"Blessed María Desamparados del Santísimo Sacramento, C.C.V",Spain,1877.12.13 ,1877.12.13 ,"Grao, Valencia, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",58,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,40.6160785,0.0525724
64016,"Blessed Francisca de Santa Teresa, C.C.V",Spain,1881.03.09 ,1881.03.09 ,"Abadiano, Vizcaya, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",55,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,43.1510298,-2.6112624
64017,"Blessed Teresa de la Divina Pastora, C.C.V",Spain,1881.02.05 ,1881.02.05 ,"Valencia, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",55,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,39.4697065,-0.3763353
64018,"Blessed Águeda de Nuestra Señora de las Virtudes, C.C.V",Spain,1893.01.05 ,1893.01.05 ,"Villena, Alicant, Spain",1936.08.19,1936.08.19,"El Saler, Valencia, Spain ",43,8.19,2001.03.11,,,,Religious of Carmelite Sisters of Charity Vedruna. Martyr.,FALSE,FALSE,TRUE,38.6360967,-0.8659745
