Saint_ID,Name,Country,Born,Born2,Born Location,Died,Died2,Died Location,Age,Feast,Beatified,Beatified Location,Canonised,Canonised_Location,Bio,Is_Married,Is_Layperson,Is_Martyr,Latitude,Longitude
66762,Blessed John Finch,England,1548,1548 AD,"Eccleston, Lancashire, England",1584.04.20,1584.04.20,"Lancaster, Lancashire, England ",35,4.2,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,53.85797768761303,-2.867124068
66763,Blessed Thomas Alfield,England, ,,"Gloucester, Gloucestershire, England",1585.07.06,1585.07.06,"Tyburn, London, England",,7.06,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.83056019360902,-0.168653854
66764,Blessed Edward Stransham,England, ,,"Oxford, Oxfordshire, England",1586.01.21,1586.01.21,"Tyburn, London, England",,1.21,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.83257638626076,-1.252115688
66765,Blessed Robert Anderton,England, ,,"Isle of Wight, England",1586.04.25,1586.04.25,"Isle of Wight, England",,4.25,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,50.67479374317867,-1.327073748
66766,Blessed William Marsden,England, ,,"Goosnargh or Chipping, Lancashire, England",1586.04.25,1586.04.25,"Isle of Wight, England",,4.25,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.885608,-2.573669
66767,Blessed Richard Langley,England, ,,"Ousethorpe, Yorkshire, England",1586.12.01,1586.12.01,"York, North Yorkshire, England",,12.01,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,53.74283199435702,-1.7293274
66768,Blessed William Dean,England, ,,"Linton-in-Craven, Yorkshire, England",1588.08.28,1588.08.28,"Mile End Green, London, England",,8.28,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.94322593571874,-2.051864041
66769,Blessed William Gunter,England, ,,England,1588.08.28,1588.08.28,"Shoreditch, London, England",,8.28,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.5229106,-0.0777472
66770,Blessed Robert Morton,England, ,,"Bawtry, Yorkshire, England",1588.08.28,1588.08.28,"Lincoln’s Inn Fields, London, England",,8.28,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.43449709199605,-1.020203119
66771,Blessed Hugh More,England, ,,"Grantham, Lincolnshire, England",1588.08.28,1588.08.28,"Lincoln’s Inn Fields, London, England",,8.28,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.91258898360708,-0.651108144
66772,Blessed Thomas Holford,England, ,,"Aston, Cheshire, England",1588.08.28,1588.08.28,"Clerkenwell, London, England",,8.28,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.298993369570695,-2.662903658
66773,Blessed James Claxton,England, ,,"Yorkshire, England",1588.08.28,1588.08.28,"Isleworth, London, England",,8.28,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.74461640455156,-1.713011883
66774,Blessed Thomas Felton,England,1567,1567 AD,"Bermondsey, London, England",1588.08.28,1588.08.28,"Isleworth, London, England ",20,8.28,1929.12.15,,,,Religious of London. Martyr.,FALSE,FALSE,TRUE,51.49932476,-0.068913049
66775,Blessed Richard Leigh,England, ,,"London, England",1588.08.30,1588.08.30,"Tyburn, London, England",,8.3,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.50663405,-0.128150573
66776,Blessed Edward Shelley,England, ,,"Warminghurts, Sussex, England",1588.08.30,1588.08.30,"Tyburn, London, England",,8.3,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,50.940866914195496,-0.403756689
66777,Blessed Richard Martin,England, ,,"Shropshire, England",1588.08.30,1588.08.30,"Tyburn, London, England",,8.3,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,52.65196418090105,-2.648862364
66778,Blessed John Roche,England, ,,England,1588.08.30,1588.08.30,"Tyburn, London, England",,8.3,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,51.5132991,-0.1603681
66779,Blessed William Way,England, ,,"Devon, England",1588.09.23,1588.09.23,"Kingston upon Thames, London, England",,9.23,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,50.72904983575569,-1.659758173
66780,Blessed Robert Wilcox,England, ,,"Chester, Cheshire, England",1588.10.01,1588.10.01,"Canterbury, Kent, England",,10.01,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.15835069658287,-2.725182872
66781,Blessed Gerard Edwards,England, ,,"Ludlow, Shropshire, England",1588.10.01,1588.10.01,"Canterbury, Kent, England",,10.01,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.372492516595415,-2.722485987
66782,Blessed Christopher Buxton,England, ,,"Tideswell, Derbyshire, England",1588.10.01,1588.10.01,"Canterbury, Kent, England",,10.01,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.27610524972955,-1.777441199
66783,Blessed Robert Widmerpool,England, ,,"Widmerpool, Nottinghamshire, England",1588.10.01,1588.10.01,"Canterbury, Kent, England",,10.01,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,52.84263217688834,-1.06266463
66784,Blessed Ralph Crockett,England, ,,"Barton-on-the-Hill, Cheshire, England",1588.10.01,1588.10.01,"Chichester, West Sussex, England",,10.01,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.98641233346618,-1.631405409
66785,Blessed Edward James,England, ,,"Breaston, Derbyshire, England",1588.10.01,1588.10.01,"Chichester, West Sussex, England",,10.01,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.90122655299962,-1.319347232
66786,Blessed John Robinson,England, ,,"Ferrensby, North Yorkshire, England",1588.10.01,1588.10.01,"Ipswich, Suffolk, England",,10.01,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.04251826777029,-1.442372979
66787,Blessed William Hartley,England, ,,"Wilne, Derbyshire, England",1588.10.05,1588.10.05,"Shoreditch, London, England",,10.05,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.89554425210955,-1.353030825
66788,Blessed Robert Sutton,England, ,,"Kegworth, Leicestershire, England",1588.10.05,1588.10.05,"Clerkenwell, London, England",,10.05,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,52.84334667694548,-1.285028882
66789,Blessed John Hewett,England, ,,"York, North Yorkshire, England",1588.10.05,1588.10.05,"Mile End Green, London, England",,10.05,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.13818560938556,-1.492276814
66790,Blessed John Amias,England, ,,"Wakefield, West Yorkshire, England",1589.03.15,1589.03.15,"York, North Yorkshire, England",,3.16,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.68678081912928,-1.501016904
66791,Blessed Robert Dalby,England, ,,"Hemingbrough, North Yorkshire, England",1589.03.15,1589.03.15,"York, North Yorkshire, England",,3.16,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.76538383442691,-0.950697719
66792,Blessed Christopher Bales,England, ,,"Coniscliffe, County Durham, England",1590.03.04,1590.03.04,"London, England",,3.04,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.532463954110185,-1.6556442
66793,Blessed Francis Dickenson,England, ,,"Otley, West Yorkshire, England",1590.04.13,1590.04.13,"Rochester, Kent, England",,4.13,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.901060175736255,-1.691788053
66794,Blessed Miles Gerard,England, ,,"Ince, Lancashire, England",1590.04.30,1590.04.30,"Rochester, Kent, England",,4.13,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.64581425865606,-2.721275077
66795,Blessed Edward Jones,England, ,,England,1590.05.06,1590.05.06,"London, England",,5.06,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.5072178,-0.1275862
66796,Blessed Anthony Middleton,England, ,,"Middleton Tyas, North Yorkshire, England",1590.05.06,1590.05.06,"Clerkenwell, London, England",,5.06,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.45089348045351,-1.657222006
66797,Blessed Roger Dickenson,England, ,,"Lincoln, Lincolnshire, England",1591.07.07,1591.07.07,"Winchester, Hampshire, England",,7.07,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.18136329524864,-0.201257515
66798,Blessed Ralph Milner,England, ,,"Slackstead, Hampshire, England",1591.07.07,1591.07.07,"Winchester, Hampshire, England",,7.07,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,51.029909230129135,-1.440183892
66799,Blessed Laurence Humphrey,England, ,,"Hampshire, England",1591,1591 AD,"Winchester, Hampshire, England",,7.07,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,51.04821201847675,-1.242028856
66800,Blessed Brian Lacey,England, ,,"Brockdish, Norfolk, England",1591.12.10,1591.12.10,"Tyburn, London, England",,12.1,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,52.373357983146064,1.2294004973561117
66801,Blessed John Mason,England, ,,"Kendal, Cumbria, England",1591.12.10,1591.12.10,"Tyburn, London, England",,12.1,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,54.76133290833857,-1.565712645
66802,Blessed Sidney Hodgson,England, ,,England,1591.12.10,1591.12.10,"Tyburn, London, England",,12.1,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.5132991,-0.1603681
66803,Blessed William Patenson,England, ,,"Durham, County Durham, England",1592.01.22,1592.01.22,"Tyburn, London, England",,1.22,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.66363573,-1.742186332
66804,Blessed James Bird,England, ,,"Winchester, Hampshire, England",1592.03.25,1592.03.25,"Winchester, Hampshire, England",,3.25,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,51.06191466931909,-1.314097581
66805,Blessed Edward Waterson,England, ,,"London, England",1593.01.08,1593.01.08,"Newcastle, Tyne and Wear, England",,1.08,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.50663405,-0.128150573
66806,Blessed John Speed,England, ,,"Durham, County Durham, England",1594.02.04,1594.02.04,"Durham, County Durham, England",,2.04,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,54.66363573,-1.742186332
66807,Blessed William Harrington,England, ,,"Felixkirk, North Yorkshire, England",1594.02.18,1594.02.18,"Tyburn, London, England",,2.18,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.25828363199875,-1.27877597
66808,"Blessed John Cornelius, S.J.",England, ,,"Bodmin, Cornwall, England",1594.07.04,1594.07.04,"Dorchester, Dorset, England",,7.04,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,50.46990182083736,-4.723720644
66809,Blessed Thomas Bosgrave,England, ,,England,1594.07.04,1594.07.04,"Dorchester, Dorset, England",,7.04,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,50.7113374,-2.4434999
66810,Blessed John Carey,England, ,,England,1594.07.04,1594.07.04,"Dorchester, Dorset, England",,7.04,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,50.7113374,-2.4434999
66811,Blessed Patrick Salmon,England, ,,England,1594.07.04,1594.07.04,"Dorchester, Dorset, England",,7.04,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,50.7113374,-2.4434999
66812,Blessed John Ingram,England, ,,"Stoke Edith, Herefordshire, England",1594.07.26,1594.07.26,"Gateshead, Tyne and Wear, England",,7.26,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.06092296802097,-2.577521052
66813,Blessed George Swallowell,England, ,,"Shadforth, Durham, England",1594.07.26,1594.07.26,"Darlington, England",,7.26,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,54.75967888526507,-1.461240762
66814,Blessed Alexander Rawlins,England, ,,"Oxfordshire, England",1595.04.07,1595.04.07,"York, North Yorkshire, England",,4.07,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.83063427911596,-1.247825073
66815,Blessed William Freeman,England, ,,"Menthorpre, North Yorkshire, England",1595.08.13,1595.08.13,"Warwick, Warwickshire, England",,8.13,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.136011077396056,-1.497889503
66816,Blessed William Andleby,England, ,,"Etton, East Riding of Yorkshire, England",1594.07.04,1594.07.04,"York, North Yorkshire, England",,7.04,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.87801239558771,-0.543699537
66817,Blessed Henry Abbot,England, ,,"Howden, East Riding of Yorkshire, England",1594.07.04,1594.07.04,"York, North Yorkshire, England",,7.04,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,53.74936576038532,-0.855811208
66818,Blessed Thomas Warcop,England, ,,"Winston, County Durham, England",1594.07.04,1594.07.04,"York, North Yorkshire, England",,7.04,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,54.54539717,-1.781190514
66819,Blessed Edward Fulthrop,England, ,,"Yorkshire, England",1594.07.04,1594.07.04,"York, North Yorkshire, England",,7.04,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,53.74161730336132,-1.721944978
66820,Blessed John Pibush,England, ,,"Thirsk, North Yorkshire, England",1601.02.18,1601.02.18,"Southwark, London, England",,2.18,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.23326188565625,-1.340004627
66821,"Blessed Mark Barkworth (Lambert), O.S.B.",England, ,,"Lincolnshire, England",1601.02.27,1601.02.27,"Tyburn, London, England",,2.27,1929.12.15,,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,53.17680832435549,2.793663506
66822,Blessed James Duckett,England, ,,"Gilfortrigs, Skelsmergh, Cumbria, England",1602.04.19,1602.04.19,"Tyburn, London, England",,4.19,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,54.3596372,-2.7324404
66823,Blessed Robert Watkinson,England, ,,"Hemingbrough, North Yorkshire, England",1602.04.20,1602.04.20,"Tyburn, London, England",,4.2,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.76968559256496,-0.952122676
66824,"Blessed Francis Page, S.J.",England, ,,England,1602.04.20,1602.04.20,"Tyburn, London, England",,4.2,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.5132991,-0.1603681
66825,Blessed William Richardson (Anderson),England, ,,"near Sheffield, South Yorkshire, England",1603.02.27,1603.02.27,"Tyburn, London, England",,2.27,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,53.51821008625272,-1.589559192
66826,Blessed Thomas Welbourne,England, ,,"Hutton Bushel, North Yorkshire, England",1605.08.01,1605.08.01,"York, North Yorkshire, England",,8.01,1929.12.15,,,,Layperson of London. Martyr.,FALSE,TRUE,TRUE,54.44792077800447,-1.283041116
66827,Blessed William Browne,England, ,,"Northampton, Northamptonshire, England",1605.09.05,1605.09.05,"Ripon, North Yorkshire, England",,9.05,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.31036934305248,-0.85667312
66828,"Blessed Edward Oldcorne, S.J.",England,1561,1561 AD,"York, North Yorkshire, England",1607.04.07,1607.04.07,"Worcester, Worcestershire, England ",45,4.07,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,54.13658402295544,-1.506566376
66829,"Blessed Ralph Ashley, S.J.",England, ,,England,1607.04.07,1607.04.07,"Worcester, Worcestershire, England",,4.07,1929.12.15,,,,Religious of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,52.1941389,-2.2190523
66830,"Blessed George Gervase, O.S.B.",England, ,,"Bosham, West Sussex, England",1608.04.11,1608.04.11,"Tyburn, London, England",,4.11,1929.12.15,,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,50.82286268386117,-0.839047287
66831,Blessed George Napper,England, ,,"Oxford, Oxfordshire, England",1610.11.09,1610.11.09,"Oxford, Oxfordshire, England",,11.09,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,51.83310223261662,-1.254085062
66832,Blessed Thomas Somers (Wilson),England, ,,"Skelsmergh, Cumbria, England",1610.12.10,1610.12.10,"Tyburn, London, England",,12.1,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,54.35106891907861,-2.731308907
66833,Blessed Richard Newport (Smith),England, ,,"Ashby St. Legers, Northamptonshire, England",1612.05.30,1612.05.30,"Tyburn, London, England",,5.3,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.30786824757625,-1.158738856
66834,"Blessed William Scott, O.S.B.",England, ,,"Chigwell, Essex, England",1612.05.30,1612.05.30,"Tyburn, London, England",,5.3,1929.12.15,,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.61878926804908,0.080676868
66835,Blessed Thomas Maxfield,England, ,,"The Mere, Enville, Staffordshire, England",1616.07.01,1616.07.01,"Tyburn, London, England",,7.01,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.50135451021705,-2.258991882
66836,"Blessed Thomas Tunstal (Helmes), O.S.B.",England, ,,"Norwich, Norforlk, England",1616.07.13,1616.07.13,"Tyburn, London, England",,7.13,1929.12.15,,,,Priest of London. Martyr.,FALSE,FALSE,TRUE,52.63021452590085,1.2997390411202143
66837,Blessed Richard Herst,England, ,,"Broughton ?, Lancashire, England",1628.08.29,1628.08.29,"Lancaster, Lancashire, England",,8.29,1929.12.15,,,,Layperson of England. Martyr.,FALSE,TRUE,TRUE,53.81024773600984,-2.726547696
66838,Blessed William Ward (Webster),England, ,,"Thornby, Cumbria, England",1641.07.26,1641.07.26,"Tyburn, London, England",,7.26,1929.12.15,,,,Priest of England. Martyr.,FALSE,FALSE,TRUE,54.6158938,-2.940157624
66839,Blessed Richard,England, ,,"Warwickshire, England",1642.01.31,1642.01.31,"Tyburn, London, England",,1.21,1929.12.15,,,,Priest of England. Martyr.,FALSE,FALSE,TRUE,52.31751613644671,-1.555255891
66840,Blessed John Lockwood (Lascelles),England, ,,"Sowerby, North Yorkshire, England",1642.04.13,1642.04.13,"York, North Yorkshire, England",,4.13,1929.12.15,,,,Priest of England. Martyr.,FALSE,FALSE,TRUE,54.21574775221971,-1.3453125
66841,Blessed Edward Catherick,England, ,,"Carlton, Country Durham, England",1642.04.13,1642.04.13,"York, North Yorkshire, England",,4.13,1929.12.15,,,,Priest of England. Martyr.,FALSE,FALSE,TRUE,54.66420375346206,-1.757209908
66842,Blessed Hugh Green (Ferdinand Brooke),England, ,,"London, England",1642.08.19,1642.08.19,"Dorchester, Dorset, England",,8.19,1929.12.15,,,,Priest of England. Martyr.,FALSE,FALSE,TRUE,51.50663405,-0.128150573
66843,"Blessed Thomas Holland, S.J.",England,1600,1600 AD,"Sutton near Prescot, Lancashire, England",1642.12.12,1642.12.12,"Tyburn, London, England ",41,12.22,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.3614279,-0.193961
66844,Blessed John Duckett,England, ,,"Underwinder near Sedbergh, Cumbria, England",1644.09.07,1644.09.07,"Tyburn, London, England",,9.07,1929.12.15,,,,Priest of England. Martyr.,FALSE,FALSE,TRUE,54.3269705,-2.5545518
66845,"Blessed Ralph Corby (Corbington), S.J.",England,1598,1598 AD,"Dublin Ireland, England",1644.09.07,1644.09.07,"Tyburn, London, England ",45,9.07,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,53.35316979310007,-6.260921463
66846,"Blessed Philip Powel (Morgan), O.S.B.",England, ,,England,1646.08.03,1646.08.03,"Tyburn, London, England",,6.3,1929.12.15,,,,Priest of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,51.5132991,-0.1603681
66847,"Blessed Peter Wright, S.J.",England,1603,1603 AD,"Slipton, Northamptonshire, England",1651.05.19,1651.05.19,"Tyburn, London, England ",47,5.19,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,52.40221011,-0.602310898
66848,Blessed Edward Coleman,England, ,,"Suffolk, England",1678.12.03,1678.12.03,"Tyburn, London, England",,12.03,1929.12.15,,,,Layperson of England. Martyr.,FALSE,TRUE,TRUE,52.23755138574776,1.0541790626022285
66849,"Blessed William Ireland, S.J.",England,1636,1636 AD,"Lincolnshire, England",1679.01.24,1679.01.24,"Tyburn, London, England ",42,1.24,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,53.17680832435549,0.793663506
66850,Blessed John Grove,England, ,,England,1679.01.24,1679.01.24,"Tyburn, London, England",,1.24,1929.12.15,,,,Layperson of England. Martyr.,FALSE,TRUE,TRUE,51.5132991,-0.1603681
66851,"Blessed Thomas Pickering, O.S.B.",England, ,,"Westmorland now part of Cumbria, England",1679.05.09,1679.05.09,"Tyburn, London, England",,5.09,1929.12.15,,,,Religious of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Martyr.,FALSE,FALSE,TRUE,54.44062014223168,-2.968106904
66852,"Blessed Thomas Whitbread (Harcourt), S.J.",England,1618,1618 AD,"Essex, England",1679.06.20,1679.06.20,"Tyburn, London, England ",60,6.2,1929.12.15,,,,Priest of Society of Jesus (Jesuits). Martyr.,FALSE,FALSE,TRUE,51.77190562424226,0.4641147438596874
